name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review
A little peace of heaven in the Bronx,63337628980,unconfirmed,Angel,Bronx,Longwood,40.82095,-73.89522,United States,US,0,flexible,Private room,2022,934.0,187.0,2.0,0.0,
Garden Apt in fully renovated town house.,30220340012,verified,Anna,Brooklyn,Bedford-Stuyvesant,40.68461,-73.95203,United States,US,0,flexible,Entire home/apt,2009,497.0,99.0,1.0,18.0,2019-07-06
"Bright, Modern Designer's Pad in East Village",24914698774,verified,Daniel,Manhattan,East Village,40.72888,-73.98109,United States,US,1,flexible,Entire home/apt,2013,1033.0,207.0,3.0,7.0,2019-05-29
JFK AIRPORT DELIGHT,59546376317,verified,Owen,Queens,Jamaica,40.67355,-73.7834,United States,US,1,flexible,Private room,2010,525.0,105.0,2.0,19.0,2019-06-26
"Classic UWS doorman 3 BR. River, elevator, dogs",28967348680,verified,Judith,Manhattan,Upper West Side,40.7897,-73.97909,United States,US,0,flexible,Entire home/apt,2011,491.0,98.0,30.0,0.0,
3 bedroom luxury Apt by TimeSquare & Grand Central,65390439734,verified,Norma,Manhattan,Murray Hill,40.75097,-73.97895,United States,US,1,flexible,Entire home/apt,2017,665.0,133.0,2.0,31.0,2019-07-05
Large Brooklyn Room! A/C & Rooftop Manhattan Views,90286901686,unconfirmed,Michelle,Brooklyn,Bedford-Stuyvesant,40.68837,-73.9356,United States,US,0,strict,Private room,2006,606.0,121.0,2.0,0.0,
"Canadian Rustic Modern Loft, Greenpoint",93663513972,verified,Whitney&Theo,Brooklyn,Greenpoint,40.72751,-73.95693,United States,US,1,moderate,Entire home/apt,2008,758.0,152.0,2.0,2.0,2019-05-27
Big and beautiful room in big and beautiful Ap.,4077888145,unconfirmed,Amaury,Bronx,Wakefield,40.89308,-73.85076,United States,US,1,flexible,Private room,2016,1187.0,237.0,7.0,2.0,2019-05-10
Amazing huge 2BR apartment in Park Slope,71125868075,unconfirmed,Fiona,Brooklyn,Gowanus,40.66757,-73.99487,United States,US,0,strict,Entire home/apt,2019,863.0,173.0,2.0,5.0,2019-05-10
Cozy&Bright room in Queens♪Good subway access!,721854986,unconfirmed,Shogo,Queens,Woodside,40.74482,-73.89256,United States,US,1,strict,Private room,2021,1099.0,220.0,30.0,0.0,
Kay's Cozy Getaway,76980807276,verified,Kay,Brooklyn,Canarsie,40.63979,-73.89647,United States,US,1,flexible,Entire home/apt,2014,924.0,185.0,3.0,3.0,2019-06-27
Cozy Private room in Bedstuy Artist duplex,30829077013,unconfirmed,Benjamin,Brooklyn,Bedford-Stuyvesant,40.68226,-73.92643,United States,US,0,flexible,Private room,2013,244.0,49.0,3.0,1.0,2019-03-13
Modern 2 Bedroom Walk in. 3 min from Subway !,22184908968,verified,Chaim,Brooklyn,Crown Heights,40.66916,-73.93182,United States,US,1,strict,Entire home/apt,2010,1167.0,233.0,2.0,20.0,2019-07-07
Upper west/huge confortable Central Park ColumbiaU,77218457183,verified,Miguel,Manhattan,Upper West Side,40.80047,-73.96064,United States,US,1,moderate,Entire home/apt,2020,626.0,125.0,1.0,22.0,2019-05-13
Spread Love it's the Brooklyn Way,11293757411,unconfirmed,Kaylin,Brooklyn,Crown Heights,40.67241,-73.95041,United States,US,1,moderate,Private room,2007,263.0,53.0,2.0,0.0,
Convenience Cozy Apartment- Hells kitchen,14241407647,unconfirmed,Alexo & JC,Manhattan,Hell's Kitchen,40.76121,-73.98813,United States,US,0,moderate,Entire home/apt,2013,452.0,90.0,5.0,5.0,2019-06-07
Better Than Hostel semi-private artsy room,42223763207,verified,Dina,Brooklyn,Flatbush,40.65292,-73.95677,United States,US,0,flexible,Shared room,2004,615.0,123.0,1.0,8.0,2019-04-07
Brooklyn home,35806128476,unconfirmed,Sa,Brooklyn,Bensonhurst,40.61268,-73.98857,United States,US,1,moderate,Entire home/apt,2008,1078.0,216.0,30.0,0.0,
Huge Bedroom in Gorgeous Sunlit-Apartment in Wahi!,65740471530,verified,Justin,Manhattan,Washington Heights,40.83591,-73.94033,United States,US,0,strict,Private room,2003,65.0,13.0,1.0,5.0,2019-06-29
Top floor apt in luxury building - lease takeover,94703666975,unconfirmed,Alison,Queens,Rego Park,40.73288,-73.86438,United States,US,1,flexible,Entire home/apt,2008,1189.0,238.0,30.0,0.0,
Studio Resort in Manhattan-Wyndham Midtown 45,72952561180,unconfirmed,Veronica,Manhattan,Midtown,40.75169,-73.97302,United States,US,1,flexible,Private room,2013,588.0,118.0,4.0,2.0,2019-05-21
"Cozy room in the heart of Briarwood, Queens NY",55119215128,verified,Ilham,Queens,Briarwood,40.709,-73.81431,United States,US,0,flexible,Private room,2015,241.0,48.0,2.0,9.0,2019-06-09
"Private, Sunny Brooklyn Bedroom in 2 BR Apartment",65765267302,unconfirmed,Zahavah Cara,Brooklyn,Prospect-Lefferts Gardens,40.66311,-73.94356,United States,US,0,moderate,Private room,2012,456.0,91.0,2.0,2.0,2019-07-01
Sunny 3 Story 5BR 5Bath Townhouse Upper East Side!,49438607311,unconfirmed,Pam And Ray,Manhattan,Upper East Side,40.77534,-73.95287,United States,US,1,moderate,Private room,2020,319.0,64.0,5.0,0.0,
Manhattan at its best!,38679756249,unconfirmed,Pit,Manhattan,Morningside Heights,40.80419,-73.96603,United States,US,0,flexible,Entire home/apt,2004,907.0,181.0,5.0,4.0,2019-03-23
Bright room near shops and subway well located,74312880806,unconfirmed,Robertina,Queens,Jackson Heights,40.75135,-73.88378,United States,US,1,flexible,Private room,2020,801.0,160.0,4.0,14.0,2019-07-02
Beautiful - Art Filled - Sun Filled - Luxurious,82839261625,unconfirmed,Brett,Manhattan,NoHo,40.72612,-73.99494,United States,US,1,strict,Entire home/apt,2019,1187.0,237.0,2.0,5.0,2019-05-27
Comfortable apartment in the heart of Brooklyn.,54202818376,unconfirmed,Alejandro,Brooklyn,Crown Heights,40.67527,-73.90862,United States,US,1,moderate,Entire home/apt,2011,774.0,155.0,1.0,28.0,2019-07-06
Bright Private Bedroom in Classic Harlem Apt,45374992898,unconfirmed,Adrienne,Manhattan,East Harlem,40.79876,-73.93802,United States,US,0,strict,Private room,2004,229.0,46.0,2.0,9.0,2019-05-28
Cozy Room in Huge place in Prospect Heights,36766827819,verified,Alex,Brooklyn,Crown Heights,40.675,-73.9631,United States,US,0,strict,Private room,2014,561.0,112.0,3.0,10.0,2019-06-26
Bright/Cozy 1 Bedroom Condo in Heart of Brooklyn!,75736421882,verified,Daniel,Brooklyn,Bedford-Stuyvesant,40.69067,-73.95823,United States,US,0,moderate,Entire home/apt,2012,870.0,174.0,5.0,12.0,2019-07-07
Sunny Spacious Parkside Pad,25966885568,verified,Jen,Brooklyn,Prospect-Lefferts Gardens,40.65504,-73.96113,United States,US,1,strict,Private room,2003,751.0,150.0,3.0,0.0,
Sunny King-Sized Manhattan 1BR w/Views Awaits You!,33960517580,unconfirmed,Cheyenne,Manhattan,East Harlem,40.81213,-73.93752,United States,US,0,flexible,Entire home/apt,2018,508.0,102.0,3.0,16.0,2019-06-30
Spacious apartment right by the Subway,70526558651,verified,Ori,Manhattan,Washington Heights,40.83495,-73.94682,United States,US,1,flexible,Entire home/apt,2004,913.0,183.0,1.0,0.0,
Bedroom near train station,69651637741,verified,Luz,Queens,Jackson Heights,40.74796,-73.88399,United States,US,1,moderate,Private room,2019,264.0,53.0,2.0,20.0,2019-06-25
Modern & Cozy 1 Bedroom Apt in the heart of NYC,82678817529,unconfirmed,Frankie,Manhattan,Hell's Kitchen,40.76142,-73.98987,United States,US,1,strict,Entire home/apt,2022,300.0,60.0,3.0,17.0,2019-06-19
Private room in cute Greenwich Village Walk-up,8439333765,unconfirmed,Melissa,Manhattan,Greenwich Village,40.73238,-73.99954,United States,US,1,flexible,Private room,2022,134.0,27.0,1.0,13.0,2019-07-02
Lola's Casa,88792166059,verified,Lola,Bronx,Westchester Square,40.83619,-73.84916,United States,US,1,moderate,Private room,2006,198.0,40.0,4.0,1.0,2019-02-22
Shared Apartment - 1 Bedroom,62871885212,verified,Nick,Manhattan,Chelsea,40.74458,-74.00644,United States,US,1,flexible,Shared room,2017,1188.0,238.0,1.0,0.0,
Quiet Upper Manhattan Apt - Whole Apt Not Shared!!,67269194514,unconfirmed,Evie,Manhattan,Washington Heights,40.85326,-73.93813,United States,US,1,flexible,Entire home/apt,2010,513.0,103.0,3.0,0.0,
Artistic Modern Sanctuary  --  Spacious & Private,21388568514,unconfirmed,Howard,Brooklyn,Bushwick,40.6994,-73.92186,United States,US,1,flexible,Entire home/apt,2003,696.0,139.0,7.0,10.0,2019-06-23
Large Private Room near Central Park with Key,89107654112,verified,Kiara,Manhattan,East Harlem,40.80584,-73.94066,United States,US,0,strict,Private room,2019,1000.0,200.0,1.0,16.0,2019-07-01
Lovely 1 BDRM at Upper East side prime location,70759730439,unconfirmed,Regina,Manhattan,Upper East Side,40.77914,-73.95049,United States,US,1,flexible,Entire home/apt,2016,537.0,107.0,30.0,1.0,2019-05-02
94TH STREET STUDIO SUITE WITH DOORMAN-GYM,58975724353,verified,Especial,Manhattan,Upper East Side,40.78385,-73.94828,United States,US,0,strict,Private room,2012,770.0,154.0,2.0,0.0,
94TH STREET BIG 1BR SUITE WITH DOORMAN-GYM,77400540833,unconfirmed,Especial,Manhattan,Upper East Side,40.78213,-73.94839,United States,US,0,moderate,Private room,2010,874.0,175.0,2.0,0.0,
Gorgeous Sun Filled Creative Loft! Clean & Unique!,43238532630,verified,Dana,Brooklyn,Bushwick,40.70176,-73.92684,United States,US,0,flexible,Entire home/apt,2012,52.0,10.0,3.0,7.0,2019-06-16
Cozy and Hip Room in Brooklyn close to Subway (D),13906683060,verified,Julia,Brooklyn,Bushwick,40.6835,-73.9074,United States,US,0,flexible,Private room,2018,292.0,58.0,1.0,11.0,2019-06-21
Riverdale Pad,60578561379,verified,K,Bronx,Fieldston,40.896,-73.89964,United States,US,0,strict,Private room,2011,1039.0,208.0,1.0,11.0,2019-06-27
BETTER SIDE OF BED-STUY,25060354178,unconfirmed,David,Brooklyn,Bedford-Stuyvesant,40.68834,-73.9444,United States,US,0,strict,Private room,2015,506.0,101.0,1.0,22.0,2019-07-07
Not too late! Great place in Chelsea,15601924853,unconfirmed,Deni,Manhattan,West Village,40.73988,-74.00356,United States,US,0,strict,Entire home/apt,2022,714.0,143.0,2.0,0.0,
Amazing East Village Loft,80444286613,verified,Dustin,Manhattan,East Village,40.72704,-73.98916,United States,US,0,strict,Private room,2022,56.0,11.0,30.0,0.0,
Stunning East Village Loft,2410972183,verified,Dustin,Manhattan,East Village,40.72586,-73.98874,United States,US,1,flexible,Private room,2008,1120.0,224.0,30.0,0.0,
"Sunny, Massive East Village Loft",46038809727,unconfirmed,Dustin,Manhattan,East Village,40.72625,-73.98884,United States,US,0,flexible,Private room,2010,480.0,96.0,30.0,0.0,
Sonder | The Nash | Design Studio + Rooftop,19765614627,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74697,-73.97537,United States,US,1,moderate,Entire home/apt,2010,132.0,26.0,2.0,7.0,2019-05-17
Sonder | The Nash | Smart 1BR + Fitness Center,81031018374,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.7472,-73.97418,United States,US,0,moderate,Entire home/apt,2013,1095.0,219.0,29.0,0.0,
Sonder | The Nash |  Classic 1BR + Fitness Center,45005773680,verified,Sonder (NYC),Manhattan,Murray Hill,40.74898,-73.97534,United States,US,1,strict,Entire home/apt,2013,820.0,164.0,29.0,0.0,
Sonder | The Nash | Cozy Studio + Fitness Room,26877671809,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74927,-73.9739,United States,US,1,strict,Entire home/apt,2006,534.0,107.0,29.0,2.0,2019-04-30
Sonder | The Nash | Vibrant 1BR + Rooftop,12978175502,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74706,-73.97594,United States,US,1,moderate,Entire home/apt,2004,286.0,57.0,29.0,0.0,
Sonder | The Nash | Vibrant Studio + Rooftop,75482374034,verified,Sonder (NYC),Manhattan,Murray Hill,40.74864,-73.97407,United States,US,0,moderate,Entire home/apt,2012,649.0,130.0,29.0,1.0,2019-05-08
Sonder | The Nash | Modern Studio + Rooftop,85254661428,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74915,-73.97557,United States,US,0,strict,Entire home/apt,2010,573.0,115.0,29.0,2.0,2019-05-30
Union Square Industrial Loft Apartment - 1 Bedroom,19284374856,verified,S,Manhattan,East Village,40.73147,-73.98825,United States,US,1,strict,Entire home/apt,2006,1093.0,219.0,1.0,8.0,2019-07-03
Sonder | The Nash | Relaxed 1BR + Grilling Area,92238541896,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74781,-73.97601,United States,US,1,moderate,Entire home/apt,2003,871.0,174.0,29.0,1.0,2019-05-06
Beautiful  APT. mins from JFK/ mins from the city!,20828169875,unconfirmed,Jorge,Brooklyn,Cypress Hills,40.67715,-73.86672,United States,US,1,moderate,Entire home/apt,2019,379.0,76.0,2.0,11.0,2019-07-07
Sonder | The Nash | Warm Studio + Grilling Area,13114634866,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74725,-73.97404,United States,US,1,strict,Entire home/apt,2015,236.0,47.0,29.0,0.0,
Sonder | The Nash | Lively 1BR + Grilling Area,17116412894,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74918,-73.97379,United States,US,0,strict,Entire home/apt,2018,789.0,158.0,29.0,0.0,
SPACIOUS & COMFY 3 BDROM/2 BATH APT CLOSE 2 SUBWAY,44405332753,verified,Billie,Manhattan,Harlem,40.8242,-73.95106,United States,US,0,moderate,Entire home/apt,2008,1195.0,239.0,30.0,0.0,
Huge 1-bedroom available from April through July,31680828133,unconfirmed,Paul,Brooklyn,Prospect Heights,40.68106,-73.97304,United States,US,1,moderate,Entire home/apt,2011,210.0,42.0,4.0,1.0,2019-04-27
"Private patio, sunlight filled, gorgeous studio!",26163583595,verified,Alli,Brooklyn,Williamsburg,40.71765,-73.96254,United States,US,1,strict,Entire home/apt,2019,1152.0,230.0,2.0,2.0,2019-05-26
Cute room with private rooftop near Central Park,96649819083,verified,Mansi,Manhattan,East Harlem,40.7908,-73.94491,United States,US,0,strict,Private room,2012,693.0,139.0,1.0,6.0,2019-04-25
Chic & Sunny Prospect Park 1-Bedroom,82839964319,verified,Mani,Brooklyn,Flatbush,40.65215,-73.9647,United States,US,0,moderate,Entire home/apt,2013,740.0,148.0,13.0,0.0,
New Renovate in 2019 & Everything is New,26980856821,verified,Hiroki,Manhattan,Inwood,40.8647,-73.92353,United States,US,1,flexible,Private room,2022,542.0,108.0,30.0,0.0,
Cozy apartment  on the Upper East Side,74856340657,unconfirmed,Julia,Manhattan,Upper East Side,40.7718,-73.95556,United States,US,0,flexible,Private room,2003,910.0,182.0,2.0,5.0,2019-06-21
comfortable Place to live,55181330739,verified,Jing,Queens,College Point,40.76813,-73.84542,United States,US,0,strict,Entire home/apt,2021,233.0,47.0,30.0,0.0,
Cozy quiet room in basement apt with mirrors & tv!,51709458259,unconfirmed,Becky,Manhattan,Morningside Heights,40.81052,-73.95973,United States,US,0,flexible,Private room,2020,979.0,196.0,6.0,1.0,2019-03-11
Sunny bedroom in Soho/Greenwich village,90742896803,unconfirmed,Molly,Manhattan,Greenwich Village,40.72835,-74.00053,United States,US,1,flexible,Private room,2014,584.0,117.0,4.0,0.0,
Private Room in Heart of Brooklyn,67645878380,unconfirmed,Perrian,Brooklyn,Bedford-Stuyvesant,40.697,-73.93788,United States,US,1,moderate,Private room,2013,547.0,109.0,2.0,2.0,2019-06-21
Sunny Modern Lux Private House with Parking,21935685582,unconfirmed,Jeromy,Brooklyn,East Flatbush,40.64577,-73.93118,United States,US,0,flexible,Entire home/apt,2007,614.0,123.0,3.0,11.0,2019-06-14
Two bedroom apartment close to subway,24295493880,verified,Lian,Bronx,Schuylerville,40.84321,-73.83129,United States,US,0,strict,Entire home/apt,2010,1093.0,219.0,2.0,22.0,2019-07-05
Recently Renovated & Furnished Apt- Room available,407421734,unconfirmed,Sonia,Manhattan,West Village,40.7354,-74.00208,United States,US,0,strict,Private room,2017,619.0,124.0,30.0,0.0,
FULLY RENOVATED DESIGN APART IN THE HEART OF NYC,91758708420,verified,Alex,Manhattan,East Village,40.72774,-73.98857,United States,US,1,flexible,Entire home/apt,2022,700.0,140.0,2.0,0.0,
Sunny Artist's Loft,40774309938,unconfirmed,Sancar,Brooklyn,Clinton Hill,40.69151,-73.96059,United States,US,1,moderate,Entire home/apt,2013,432.0,86.0,3.0,2.0,2019-05-03
Brooklyn Hibiscus,27434118725,unconfirmed,Audrey,Brooklyn,East Flatbush,40.63707,-73.93148,United States,US,1,moderate,Private room,2021,143.0,29.0,4.0,10.0,2019-06-03
Large 1 bdrm free while musician owner is on tour,43691536121,unconfirmed,David,Manhattan,Upper West Side,40.80134,-73.96897,United States,US,0,flexible,Entire home/apt,2017,463.0,93.0,1.0,19.0,2019-06-08
LUXURY STUDIO ON WEST 50TH-DOORMAN/GYM/LAUNDRY,84856086820,verified,Pranjal,Manhattan,Hell's Kitchen,40.76259,-73.98667,United States,US,0,moderate,Entire home/apt,2016,575.0,115.0,30.0,0.0,
Great Space w/ backyard for Small Events,8172691412,unconfirmed,Endazsia,Brooklyn,Bedford-Stuyvesant,40.68116,-73.94738,United States,US,0,moderate,Entire home/apt,2004,769.0,154.0,1.0,5.0,2019-05-19
1BEDROOM ON EAST 86th ST~PRIVATE BALCONY/GYM/POOL,27218884049,verified,Pranjal,Manhattan,Upper East Side,40.77903,-73.95071,United States,US,0,flexible,Entire home/apt,2009,571.0,114.0,30.0,0.0,
LUXURY 1BR ON W 48TH ST-MIDTOWN-POOL/GYM/DOORMAN,23578655106,verified,Pranjal,Manhattan,Theater District,40.76193,-73.98573,United States,US,0,strict,Entire home/apt,2004,245.0,49.0,30.0,0.0,
"A large, lovely room with plants.",42652034105,unconfirmed,Tessa,Brooklyn,Bedford-Stuyvesant,40.69617,-73.93763,United States,US,0,moderate,Private room,2018,736.0,147.0,1.0,0.0,
JFK LUXURY APARTMENT #A,82766509946,verified,Jfk,Queens,Springfield Gardens,40.65795,-73.76996,United States,US,0,moderate,Entire home/apt,2008,259.0,52.0,1.0,15.0,2019-07-07
Brooklyn Sanctuary: Sunny Studio in Carrol Gardens,31435664325,verified,Christine,Brooklyn,Columbia St,40.68502,-74.0051,United States,US,1,flexible,Entire home/apt,2019,117.0,23.0,2.0,4.0,2019-04-21
Spacious Apartment Near Central Park (Manhattan),24407231287,verified,King-Lyndon,Manhattan,East Harlem,40.7984,-73.94267,United States,US,0,moderate,Entire home/apt,2022,166.0,33.0,2.0,16.0,2019-06-26
JFK LUXURY BEDROOM # 5,70314212421,verified,Jfk,Queens,Springfield Gardens,40.66019,-73.77157,United States,US,1,strict,Private room,2018,1102.0,220.0,1.0,29.0,2019-06-16
JFK LUXURY APARTMENT #B,13748539176,verified,Jfk,Queens,Springfield Gardens,40.65933,-73.77125,United States,US,0,strict,Entire home/apt,2017,564.0,113.0,1.0,17.0,2019-07-03
JFK LUXURY BEDROOM # 2,22299114497,unconfirmed,Jfk,Queens,Springfield Gardens,40.65973,-73.77125,United States,US,1,moderate,Private room,2019,703.0,141.0,1.0,17.0,2019-06-25
JFK LUXURY BEDROOM # 1,95483552104,verified,Jfk,Queens,Springfield Gardens,40.65953,-73.76923,United States,US,1,moderate,Private room,2010,1089.0,218.0,1.0,8.0,2019-06-20
Cozy Bed in  Musician housing  (4/20 friendly),16585563269,unconfirmed,Shemar,Brooklyn,Bushwick,40.69501,-73.91125,United States,US,1,flexible,Shared room,2009,280.0,56.0,1.0,11.0,2019-06-16
Charming Brooklyn studio,26658748303,verified,Alanna,Brooklyn,Bushwick,40.70305,-73.93127,United States,US,1,strict,Entire home/apt,2021,627.0,125.0,2.0,4.0,2019-02-20
JFK LUXURY BEDROOM # 3,25441177220,unconfirmed,Jfk,Queens,Springfield Gardens,40.6597,-73.76993,United States,US,1,strict,Private room,2003,344.0,69.0,1.0,14.0,2019-06-23
JFK LUXURY BEDROOM # 4,94406688917,unconfirmed,Jfk,Queens,Springfield Gardens,40.65994,-73.77069,United States,US,1,moderate,Private room,2015,308.0,62.0,1.0,14.0,2019-07-05
Newly renovated 2 Bedroom Apartment,15048140058,unconfirmed,Victoria,Brooklyn,Clinton Hill,40.68771,-73.96304,United States,US,1,strict,Entire home/apt,2022,1145.0,229.0,2.0,22.0,2019-06-18
Brand New 2 bed 1 bath in the UES #6129,48543204658,verified,Yaacov,Manhattan,Upper East Side,40.77883,-73.9505,United States,US,0,strict,Entire home/apt,2012,411.0,82.0,30.0,0.0,
Spacious 3 bedroom apartment in WILLIAMSBURG,68354209119,unconfirmed,New York Italians,Brooklyn,Williamsburg,40.7077,-73.95332,United States,US,1,moderate,Private room,2012,1147.0,229.0,2.0,13.0,2019-07-05
Quiet parlour floor apartment on tree-lined street,87551463581,unconfirmed,Natalia,Brooklyn,Bedford-Stuyvesant,40.68199,-73.95131,United States,US,0,strict,Entire home/apt,2008,1103.0,221.0,15.0,1.0,2019-06-30
